Id,Id2,Geography,pop,moe
1400000US42011002600,42011002600,"Census Tract 26, Berks County, Pennsylvania",3406,367
1400000US42011002700,42011002700,"Census Tract 27, Berks County, Pennsylvania",2019,204
1400000US42011002900,42011002900,"Census Tract 29, Berks County, Pennsylvania",2863,336
1400000US42011010100,42011010100,"Census Tract 101, Berks County, Pennsylvania",5970,254
1400000US42011010201,42011010201,"Census Tract 102.01, Berks County, Pennsylvania",4409,93
1400000US42011010202,42011010202,"Census Tract 102.02, Berks County, Pennsylvania",5088,164
1400000US42011010302,42011010302,"Census Tract 103.02, Berks County, Pennsylvania",2889,158
1400000US42011010303,42011010303,"Census Tract 103.03, Berks County, Pennsylvania",2154,115
1400000US42011010304,42011010304,"Census Tract 103.04, Berks County, Pennsylvania",6694,150
1400000US42011010400,42011010400,"Census Tract 104, Berks County, Pennsylvania",7948,253
1400000US42011010500,42011010500,"Census Tract 105, Berks County, Pennsylvania",6616,269
1400000US42011010600,42011010600,"Census Tract 106, Berks County, Pennsylvania",8145,28
1400000US42011010700,42011010700,"Census Tract 107, Berks County, Pennsylvania",7310,18
1400000US42011010801,42011010801,"Census Tract 108.01, Berks County, Pennsylvania",1752,135
1400000US42011010802,42011010802,"Census Tract 108.02, Berks County, Pennsylvania",9297,337
1400000US42011010902,42011010902,"Census Tract 109.02, Berks County, Pennsylvania",4033,30
1400000US42011010903,42011010903,"Census Tract 109.03, Berks County, Pennsylvania",6119,269
1400000US42011010904,42011010904,"Census Tract 109.04, Berks County, Pennsylvania",4005,288
1400000US42011010905,42011010905,"Census Tract 109.05, Berks County, Pennsylvania",4474,315
1400000US42011011000,42011011000,"Census Tract 110, Berks County, Pennsylvania",4683,272
1400000US42011011101,42011011101,"Census Tract 111.01, Berks County, Pennsylvania",1987,234
1400000US42011011102,42011011102,"Census Tract 111.02, Berks County, Pennsylvania",5469,240
1400000US42011011200,42011011200,"Census Tract 112, Berks County, Pennsylvania",4204,15
1400000US42011011300,42011011300,"Census Tract 113, Berks County, Pennsylvania",2868,19
1400000US42011011400,42011011400,"Census Tract 114, Berks County, Pennsylvania",5272,25
1400000US42011011500,42011011500,"Census Tract 115, Berks County, Pennsylvania",3048,30
1400000US42011011601,42011011601,"Census Tract 116.01, Berks County, Pennsylvania",5240,315
1400000US42011011602,42011011602,"Census Tract 116.02, Berks County, Pennsylvania",4110,206
1400000US42011011603,42011011603,"Census Tract 116.03, Berks County, Pennsylvania",5830,302
1400000US42011011701,42011011701,"Census Tract 117.01, Berks County, Pennsylvania",7298,42
1400000US42011011702,42011011702,"Census Tract 117.02, Berks County, Pennsylvania",4599,21
1400000US42011011703,42011011703,"Census Tract 117.03, Berks County, Pennsylvania",4072,28
1400000US42011011800,42011011800,"Census Tract 118, Berks County, Pennsylvania",5158,22
1400000US42011011902,42011011902,"Census Tract 119.02, Berks County, Pennsylvania",3514,19
1400000US42011011903,42011011903,"Census Tract 119.03, Berks County, Pennsylvania",4985,299
1400000US42011011904,42011011904,"Census Tract 119.04, Berks County, Pennsylvania",7714,299
1400000US42011012001,42011012001,"Census Tract 120.01, Berks County, Pennsylvania",2422,161
1400000US42011012002,42011012002,"Census Tract 120.02, Berks County, Pennsylvania",8934,350
1400000US42011012101,42011012101,"Census Tract 121.01, Berks County, Pennsylvania",1863,87
1400000US42011012103,42011012103,"Census Tract 121.03, Berks County, Pennsylvania",2319,197
1400000US42011012104,42011012104,"Census Tract 121.04, Berks County, Pennsylvania",3433,233
1400000US42011012105,42011012105,"Census Tract 121.05, Berks County, Pennsylvania",8576,329
1400000US42011012200,42011012200,"Census Tract 122, Berks County, Pennsylvania",3192,38
1400000US42011012300,42011012300,"Census Tract 123, Berks County, Pennsylvania",4436,32
1400000US42011012400,42011012400,"Census Tract 124, Berks County, Pennsylvania",6578,362
1400000US42011012500,42011012500,"Census Tract 125, Berks County, Pennsylvania",1994,113
1400000US42011012600,42011012600,"Census Tract 126, Berks County, Pennsylvania",2441,189
1400000US42011012700,42011012700,"Census Tract 127, Berks County, Pennsylvania",8769,329
1400000US42011012800,42011012800,"Census Tract 128, Berks County, Pennsylvania",3905,19
1400000US42011012900,42011012900,"Census Tract 129, Berks County, Pennsylvania",7400,22
1400000US42011013000,42011013000,"Census Tract 130, Berks County, Pennsylvania",6680,17
1400000US42011013100,42011013100,"Census Tract 131, Berks County, Pennsylvania",5080,17
1400000US42011013200,42011013200,"Census Tract 132, Berks County, Pennsylvania",4048,18
1400000US42011013301,42011013301,"Census Tract 133.01, Berks County, Pennsylvania",2929,22
1400000US42011013302,42011013302,"Census Tract 133.02, Berks County, Pennsylvania",5981,261
1400000US42011013401,42011013401,"Census Tract 134.01, Berks County, Pennsylvania",7911,18
1400000US42011013402,42011013402,"Census Tract 134.02, Berks County, Pennsylvania",3259,230
1400000US42011013500,42011013500,"Census Tract 135, Berks County, Pennsylvania",11058,269
1400000US42011013600,42011013600,"Census Tract 136, Berks County, Pennsylvania",4084,18
1400000US42011013701,42011013701,"Census Tract 137.01, Berks County, Pennsylvania",3418,16
1400000US42011013702,42011013702,"Census Tract 137.02, Berks County, Pennsylvania",3967,195
1400000US42011013800,42011013800,"Census Tract 138, Berks County, Pennsylvania",4293,23
1400000US42011013900,42011013900,"Census Tract 139, Berks County, Pennsylvania",7877,291
1400000US42011014000,42011014000,"Census Tract 140, Berks County, Pennsylvania",5016,32
1400000US42011014100,42011014100,"Census Tract 141, Berks County, Pennsylvania",8186,129
1400000US42011014200,42011014200,"Census Tract 142, Berks County, Pennsylvania",7962,279
1400000US42013010101,42013010101,"Census Tract 101.01, Blair County, Pennsylvania",4039,148
1400000US42013010102,42013010102,"Census Tract 101.02, Blair County, Pennsylvania",2992,153
1400000US42013010103,42013010103,"Census Tract 101.03, Blair County, Pennsylvania",2441,154
1400000US42013010401,42013010401,"Census Tract 104.01, Blair County, Pennsylvania",1810,111
1400000US42013010402,42013010402,"Census Tract 104.02, Blair County, Pennsylvania",6463,17
1400000US42013010500,42013010500,"Census Tract 105, Blair County, Pennsylvania",3530,300
1400000US42013010600,42013010600,"Census Tract 106, Blair County, Pennsylvania",2663,300
1400000US42013010700,42013010700,"Census Tract 107, Blair County, Pennsylvania",6917,408
1400000US42013010800,42013010800,"Census Tract 108, Blair County, Pennsylvania",3863,232
1400000US42013010900,42013010900,"Census Tract 109, Blair County, Pennsylvania",7409,19
1400000US42013011001,42013011001,"Census Tract 110.01, Blair County, Pennsylvania",3770,256
1400000US42013011002,42013011002,"Census Tract 110.02, Blair County, Pennsylvania",4147,217
1400000US42013011100,42013011100,"Census Tract 111, Blair County, Pennsylvania",6260,173
1400000US42013011200,42013011200,"Census Tract 112, Blair County, Pennsylvania",5792,32
1400000US42013011300,42013011300,"Census Tract 113, Blair County, Pennsylvania",5983,233
1400000US42013011400,42013011400,"Census Tract 114, Blair County, Pennsylvania",2572,21
1400000US42013011500,42013011500,"Census Tract 115, Blair County, Pennsylvania",5711,248
1400000US42013011600,42013011600,"Census Tract 116, Blair County, Pennsylvania",4142,17
1400000US42013100200,42013100200,"Census Tract 1002, Blair County, Pennsylvania",2175,136
1400000US42013100300,42013100300,"Census Tract 1003, Blair County, Pennsylvania",2854,226
1400000US42013100400,42013100400,"Census Tract 1004, Blair County, Pennsylvania",1832,172
1400000US42013100500,42013100500,"Census Tract 1005, Blair County, Pennsylvania",3688,332
1400000US42013100600,42013100600,"Census Tract 1006, Blair County, Pennsylvania",2585,242
1400000US42013100700,42013100700,"Census Tract 1007, Blair County, Pennsylvania",2474,255
1400000US42013100800,42013100800,"Census Tract 1008, Blair County, Pennsylvania",1876,303
1400000US42013100900,42013100900,"Census Tract 1009, Blair County, Pennsylvania",4274,252
1400000US42013101100,42013101100,"Census Tract 1011, Blair County, Pennsylvania",1583,144
1400000US42013101200,42013101200,"Census Tract 1012, Blair County, Pennsylvania",3933,297
1400000US42013101400,42013101400,"Census Tract 1014, Blair County, Pennsylvania",3816,337
1400000US42013101500,42013101500,"Census Tract 1015, Blair County, Pennsylvania",3215,197
1400000US42013101600,42013101600,"Census Tract 1016, Blair County, Pennsylvania",3609,398
1400000US42013101700,42013101700,"Census Tract 1017, Blair County, Pennsylvania",3879,337
1400000US42013101800,42013101800,"Census Tract 1018, Blair County, Pennsylvania",2784,213
1400000US42013101900,42013101900,"Census Tract 1019, Blair County, Pennsylvania",1627,194
1400000US42015950100,42015950100,"Census Tract 9501, Bradford County, Pennsylvania",4226,241
1400000US42015950200,42015950200,"Census Tract 9502, Bradford County, Pennsylvania",5075,227
1400000US42015950300,42015950300,"Census Tract 9503, Bradford County, Pennsylvania",5553,16
1400000US42015950400,42015950400,"Census Tract 9504, Bradford County, Pennsylvania",3344,16
1400000US42015950500,42015950500,"Census Tract 9505, Bradford County, Pennsylvania",6409,214
1400000US42015950600,42015950600,"Census Tract 9506, Bradford County, Pennsylvania",3896,265
1400000US42015950700,42015950700,"Census Tract 9507, Bradford County, Pennsylvania",4868,334
1400000US42015950800,42015950800,"Census Tract 9508, Bradford County, Pennsylvania",3935,292
1400000US42015950900,42015950900,"Census Tract 9509, Bradford County, Pennsylvania",5332,277
1400000US42015951000,42015951000,"Census Tract 9510, Bradford County, Pennsylvania",2899,27
1400000US42015951100,42015951100,"Census Tract 9511, Bradford County, Pennsylvania",2803,200
1400000US42015951200,42015951200,"Census Tract 9512, Bradford County, Pennsylvania",5274,317
1400000US42015951300,42015951300,"Census Tract 9513, Bradford County, Pennsylvania",4600,207
1400000US42015951400,42015951400,"Census Tract 9514, Bradford County, Pennsylvania",4296,369
1400000US42017100102,42017100102,"Census Tract 1001.02, Bucks County, Pennsylvania",2717,317
1400000US42017100103,42017100103,"Census Tract 1001.03, Bucks County, Pennsylvania",2339,270
1400000US42017100104,42017100104,"Census Tract 1001.04, Bucks County, Pennsylvania",4268,460
1400000US42017100105,42017100105,"Census Tract 1001.05, Bucks County, Pennsylvania",3445,341
1400000US42017100201,42017100201,"Census Tract 1002.01, Bucks County, Pennsylvania",4434,282
1400000US42017100206,42017100206,"Census Tract 1002.06, Bucks County, Pennsylvania",5003,292
1400000US42017100207,42017100207,"Census Tract 1002.07, Bucks County, Pennsylvania",4519,298
1400000US42017100208,42017100208,"Census Tract 1002.08, Bucks County, Pennsylvania",5934,604
1400000US42017100209,42017100209,"Census Tract 1002.09, Bucks County, Pennsylvania",8903,615
1400000US42017100210,42017100210,"Census Tract 1002.10, Bucks County, Pennsylvania",7586,490
1400000US42017100211,42017100211,"Census Tract 1002.11, Bucks County, Pennsylvania",7133,499
1400000US42017100212,42017100212,"Census Tract 1002.12, Bucks County, Pennsylvania",4144,246
1400000US42017100302,42017100302,"Census Tract 1003.02, Bucks County, Pennsylvania",5294,331
1400000US42017100303,42017100303,"Census Tract 1003.03, Bucks County, Pennsylvania",5219,545
1400000US42017100304,42017100304,"Census Tract 1003.04, Bucks County, Pennsylvania",2237,349
1400000US42017100306,42017100306,"Census Tract 1003.06, Bucks County, Pennsylvania",3410,298
1400000US42017100307,42017100307,"Census Tract 1003.07, Bucks County, Pennsylvania",4863,430
1400000US42017100401,42017100401,"Census Tract 1004.01, Bucks County, Pennsylvania",6254,428
1400000US42017100402,42017100402,"Census Tract 1004.02, Bucks County, Pennsylvania",7165,378
1400000US42017100403,42017100403,"Census Tract 1004.03, Bucks County, Pennsylvania",2264,261
1400000US42017100404,42017100404,"Census Tract 1004.04, Bucks County, Pennsylvania",5815,400
1400000US42017100406,42017100406,"Census Tract 1004.06, Bucks County, Pennsylvania",3853,273
1400000US42017100407,42017100407,"Census Tract 1004.07, Bucks County, Pennsylvania",1242,118
1400000US42017100408,42017100408,"Census Tract 1004.08, Bucks County, Pennsylvania",6815,396
1400000US42017100500,42017100500,"Census Tract 1005, Bucks County, Pennsylvania",2879,194
1400000US42017100600,42017100600,"Census Tract 1006, Bucks County, Pennsylvania",3523,232
1400000US42017100700,42017100700,"Census Tract 1007, Bucks County, Pennsylvania",3255,232
1400000US42017100803,42017100803,"Census Tract 1008.03, Bucks County, Pennsylvania",5072,288
1400000US42017100804,42017100804,"Census Tract 1008.04, Bucks County, Pennsylvania",3973,275
1400000US42017100805,42017100805,"Census Tract 1008.05, Bucks County, Pennsylvania",5618,692
1400000US42017100807,42017100807,"Census Tract 1008.07, Bucks County, Pennsylvania",4388,346
1400000US42017100808,42017100808,"Census Tract 1008.08, Bucks County, Pennsylvania",5133,296
1400000US42017100809,42017100809,"Census Tract 1008.09, Bucks County, Pennsylvania",5772,309
1400000US42017100811,42017100811,"Census Tract 1008.11, Bucks County, Pennsylvania",4517,281
1400000US42017100900,42017100900,"Census Tract 1009, Bucks County, Pennsylvania",7594,384
1400000US42017101100,42017101100,"Census Tract 1011, Bucks County, Pennsylvania",2700,224
1400000US42017101401,42017101401,"Census Tract 1014.01, Bucks County, Pennsylvania",4240,258
1400000US42017101403,42017101403,"Census Tract 1014.03, Bucks County, Pennsylvania",5718,258
1400000US42017101404,42017101404,"Census Tract 1014.04, Bucks County, Pennsylvania",2284,187
1400000US42017101405,42017101405,"Census Tract 1014.05, Bucks County, Pennsylvania",6718,302
1400000US42017101503,42017101503,"Census Tract 1015.03, Bucks County, Pennsylvania",3859,198
1400000US42017101504,42017101504,"Census Tract 1015.04, Bucks County, Pennsylvania",2872,212
1400000US42017101505,42017101505,"Census Tract 1015.05, Bucks County, Pennsylvania",3260,188
1400000US42017101506,42017101506,"Census Tract 1015.06, Bucks County, Pennsylvania",5180,224
1400000US42017101603,42017101603,"Census Tract 1016.03, Bucks County, Pennsylvania",3457,287
1400000US42017101605,42017101605,"Census Tract 1016.05, Bucks County, Pennsylvania",4335,380
1400000US42017101607,42017101607,"Census Tract 1016.07, Bucks County, Pennsylvania",3072,239
1400000US42017101609,42017101609,"Census Tract 1016.09, Bucks County, Pennsylvania",4428,274
1400000US42017101610,42017101610,"Census Tract 1016.10, Bucks County, Pennsylvania",4778,237
1400000US42017101611,42017101611,"Census Tract 1016.11, Bucks County, Pennsylvania",6755,325
1400000US42017101802,42017101802,"Census Tract 1018.02, Bucks County, Pennsylvania",6766,262
1400000US42017101803,42017101803,"Census Tract 1018.03, Bucks County, Pennsylvania",8103,280
1400000US42017101805,42017101805,"Census Tract 1018.05, Bucks County, Pennsylvania",2214,113
1400000US42017101807,42017101807,"Census Tract 1018.07, Bucks County, Pennsylvania",3958,302
1400000US42017101808,42017101808,"Census Tract 1018.08, Bucks County, Pennsylvania",2500,273
1400000US42017101900,42017101900,"Census Tract 1019, Bucks County, Pennsylvania",4052,29
1400000US42017102002,42017102002,"Census Tract 1020.02, Bucks County, Pennsylvania",2717,143
1400000US42017102003,42017102003,"Census Tract 1020.03, Bucks County, Pennsylvania",3880,129
1400000US42017102004,42017102004,"Census Tract 1020.04, Bucks County, Pennsylvania",4498,141
1400000US42017102102,42017102102,"Census Tract 1021.02, Bucks County, Pennsylvania",3445,224
1400000US42017102104,42017102104,"Census Tract 1021.04, Bucks County, Pennsylvania",5573,300
1400000US42017102300,42017102300,"Census Tract 1023, Bucks County, Pennsylvania",5719,33
1400000US42017102401,42017102401,"Census Tract 1024.01, Bucks County, Pennsylvania",3757,205
1400000US42017102402,42017102402,"Census Tract 1024.02, Bucks County, Pennsylvania",4754,206
1400000US42017102500,42017102500,"Census Tract 1025, Bucks County, Pennsylvania",4269,64
1400000US42017102600,42017102600,"Census Tract 1026, Bucks County, Pennsylvania",2243,176
1400000US42017102700,42017102700,"Census Tract 1027, Bucks County, Pennsylvania",5238,58
1400000US42017102801,42017102801,"Census Tract 1028.01, Bucks County, Pennsylvania",3468,207
1400000US42017103101,42017103101,"Census Tract 1031.01, Bucks County, Pennsylvania",2588,207
1400000US42017103102,42017103102,"Census Tract 1031.02, Bucks County, Pennsylvania",1886,192
1400000US42017103103,42017103103,"Census Tract 1031.03, Bucks County, Pennsylvania",4465,214
1400000US42017103300,42017103300,"Census Tract 1033, Bucks County, Pennsylvania",1999,132
1400000US42017103400,42017103400,"Census Tract 1034, Bucks County, Pennsylvania",5040,22
1400000US42017103700,42017103700,"Census Tract 1037, Bucks County, Pennsylvania",3425,38
1400000US42017103800,42017103800,"Census Tract 1038, Bucks County, Pennsylvania",1296,77
1400000US42017103900,42017103900,"Census Tract 1039, Bucks County, Pennsylvania",3993,40
1400000US42017104000,42017104000,"Census Tract 1040, Bucks County, Pennsylvania",6847,19
1400000US42017104100,42017104100,"Census Tract 1041, Bucks County, Pennsylvania",2158,222
1400000US42017104201,42017104201,"Census Tract 1042.01, Bucks County, Pennsylvania",2853,216
1400000US42017104203,42017104203,"Census Tract 1042.03, Bucks County, Pennsylvania",5491,323
1400000US42017104204,42017104204,"Census Tract 1042.04, Bucks County, Pennsylvania",4386,297
1400000US42017104301,42017104301,"Census Tract 1043.01, Bucks County, Pennsylvania",2686,191
1400000US42017104303,42017104303,"Census Tract 1043.03, Bucks County, Pennsylvania",4684,206
1400000US42017104304,42017104304,"Census Tract 1043.04, Bucks County, Pennsylvania",1304,143
1400000US42017104400,42017104400,"Census Tract 1044, Bucks County, Pennsylvania",2526,26
1400000US42017104502,42017104502,"Census Tract 1045.02, Bucks County, Pennsylvania",7480,305
1400000US42017104503,42017104503,"Census Tract 1045.03, Bucks County, Pennsylvania",4324,198
1400000US42017104505,42017104505,"Census Tract 1045.05, Bucks County, Pennsylvania",6186,279
1400000US42017104506,42017104506,"Census Tract 1045.06, Bucks County, Pennsylvania",2278,174
1400000US42017104601,42017104601,"Census Tract 1046.01, Bucks County, Pennsylvania",4392,266
1400000US42017104603,42017104603,"Census Tract 1046.03, Bucks County, Pennsylvania",7557,467
1400000US42017104604,42017104604,"Census Tract 1046.04, Bucks County, Pennsylvania",5654,383
1400000US42017104701,42017104701,"Census Tract 1047.01, Bucks County, Pennsylvania",3368,247
1400000US42017104702,42017104702,"Census Tract 1047.02, Bucks County, Pennsylvania",2658,186
1400000US42017104703,42017104703,"Census Tract 1047.03, Bucks County, Pennsylvania",2327,192
1400000US42017104800,42017104800,"Census Tract 1048, Bucks County, Pennsylvania",3028,20
1400000US42017104901,42017104901,"Census Tract 1049.01, Bucks County, Pennsylvania",7582,220
1400000US42017104902,42017104902,"Census Tract 1049.02, Bucks County, Pennsylvania",6997,217
1400000US42017105003,42017105003,"Census Tract 1050.03, Bucks County, Pennsylvania",5012,242
1400000US42017105004,42017105004,"Census Tract 1050.04, Bucks County, Pennsylvania",5420,228
1400000US42017105006,42017105006,"Census Tract 1050.06, Bucks County, Pennsylvania",5912,264
1400000US42017105008,42017105008,"Census Tract 1050.08, Bucks County, Pennsylvania",3588,220
1400000US42017105009,42017105009,"Census Tract 1050.09, Bucks County, Pennsylvania",3313,207
1400000US42017105010,42017105010,"Census Tract 1050.10, Bucks County, Pennsylvania",4070,193
1400000US42017105011,42017105011,"Census Tract 1050.11, Bucks County, Pennsylvania",3483,210
1400000US42017105012,42017105012,"Census Tract 1050.12, Bucks County, Pennsylvania",2987,153
1400000US42017105013,42017105013,"Census Tract 1050.13, Bucks County, Pennsylvania",5890,268
1400000US42017105100,42017105100,"Census Tract 1051, Bucks County, Pennsylvania",3056,19
1400000US42017105202,42017105202,"Census Tract 1052.02, Bucks County, Pennsylvania",5131,360
1400000US42017105203,42017105203,"Census Tract 1052.03, Bucks County, Pennsylvania",1970,149
1400000US42017105206,42017105206,"Census Tract 1052.06, Bucks County, Pennsylvania",4836,236
1400000US42017105207,42017105207,"Census Tract 1052.07, Bucks County, Pennsylvania",4957,215
1400000US42017105208,42017105208,"Census Tract 1052.08, Bucks County, Pennsylvania",2565,143
1400000US42017105300,42017105300,"Census Tract 1053, Bucks County, Pennsylvania",2240,127
1400000US42017105400,42017105400,"Census Tract 1054, Bucks County, Pennsylvania",8222,20
1400000US42017105505,42017105505,"Census Tract 1055.05, Bucks County, Pennsylvania",3947,245
1400000US42017105506,42017105506,"Census Tract 1055.06, Bucks County, Pennsylvania",4132,163
1400000US42017105507,42017105507,"Census Tract 1055.07, Bucks County, Pennsylvania",7247,290
1400000US42017105508,42017105508,"Census Tract 1055.08, Bucks County, Pennsylvania",3674,186
1400000US42017105509,42017105509,"Census Tract 1055.09, Bucks County, Pennsylvania",4630,216
1400000US42017105510,42017105510,"Census Tract 1055.10, Bucks County, Pennsylvania",4641,390
1400000US42017105511,42017105511,"Census Tract 1055.11, Bucks County, Pennsylvania",4351,218
1400000US42017105600,42017105600,"Census Tract 1056, Bucks County, Pennsylvania",2324,117
1400000US42017105702,42017105702,"Census Tract 1057.02, Bucks County, Pennsylvania",2684,291
1400000US42017105704,42017105704,"Census Tract 1057.04, Bucks County, Pennsylvania",6673,335
1400000US42017105801,42017105801,"Census Tract 1058.01, Bucks County, Pennsylvania",6447,386
1400000US42017105805,42017105805,"Census Tract 1058.05, Bucks County, Pennsylvania",5478,408
1400000US42017105807,42017105807,"Census Tract 1058.07, Bucks County, Pennsylvania",3794,263
1400000US42017105808,42017105808,"Census Tract 1058.08, Bucks County, Pennsylvania",3684,198
1400000US42017105809,42017105809,"Census Tract 1058.09, Bucks County, Pennsylvania",4434,243
1400000US42017105810,42017105810,"Census Tract 1058.10, Bucks County, Pennsylvania",2250,216
1400000US42017105811,42017105811,"Census Tract 1058.11, Bucks County, Pennsylvania",5745,495
1400000US42017105812,42017105812,"Census Tract 1058.12, Bucks County, Pennsylvania",1672,169
1400000US42017105900,42017105900,"Census Tract 1059, Bucks County, Pennsylvania",1781,124
1400000US42017106000,42017106000,"Census Tract 1060, Bucks County, Pennsylvania",4337,252
1400000US42017106100,42017106100,"Census Tract 1061, Bucks County, Pennsylvania",2949,228
1400000US42017106200,42017106200,"Census Tract 1062, Bucks County, Pennsylvania",6907,495
1400000US42017106300,42017106300,"Census Tract 1063, Bucks County, Pennsylvania",7067,334
1400000US42017106401,42017106401,"Census Tract 1064.01, Bucks County, Pennsylvania",7754,340
1400000US42017106402,42017106402,"Census Tract 1064.02, Bucks County, Pennsylvania",7541,238
1400000US42017106500,42017106500,"Census Tract 1065, Bucks County, Pennsylvania",6573,348
1400000US42017106600,42017106600,"Census Tract 1066, Bucks County, Pennsylvania",1989,122
1400000US42017980000,42017980000,"Census Tract 9800, Bucks County, Pennsylvania",0,10
1400000US42019902100,42019902100,"Census Tract 9021, Butler County, Pennsylvania",2296,161
1400000US42019902200,42019902200,"Census Tract 9022, Butler County, Pennsylvania",1864,140
1400000US42019902300,42019902300,"Census Tract 9023, Butler County, Pennsylvania",3424,205
1400000US42019902400,42019902400,"Census Tract 9024, Butler County, Pennsylvania",2219,242
1400000US42019902500,42019902500,"Census Tract 9025, Butler County, Pennsylvania",3806,211
1400000US42019902600,42019902600,"Census Tract 9026, Butler County, Pennsylvania",3004,253
1400000US42019902700,42019902700,"Census Tract 9027, Butler County, Pennsylvania",2154,135
1400000US42019902800,42019902800,"Census Tract 9028, Butler County, Pennsylvania",2818,132
1400000US42019902900,42019902900,"Census Tract 9029, Butler County, Pennsylvania",1930,120
1400000US42019903000,42019903000,"Census Tract 9030, Butler County, Pennsylvania",4435,178
1400000US42019903100,42019903100,"Census Tract 9031, Butler County, Pennsylvania",2772,156
1400000US42019910100,42019910100,"Census Tract 9101, Butler County, Pennsylvania",4465,178
1400000US42019910200,42019910200,"Census Tract 9102, Butler County, Pennsylvania",4980,192
1400000US42019910301,42019910301,"Census Tract 9103.01, Butler County, Pennsylvania",4956,335
1400000US42019910302,42019910302,"Census Tract 9103.02, Butler County, Pennsylvania",4007,206
1400000US42019910400,42019910400,"Census Tract 9104, Butler County, Pennsylvania",3646,35
1400000US42019910500,42019910500,"Census Tract 9105, Butler County, Pennsylvania",1805,271
1400000US42019910600,42019910600,"Census Tract 9106, Butler County, Pennsylvania",4442,181
1400000US42019910700,42019910700,"Census Tract 9107, Butler County, Pennsylvania",2973,36
1400000US42019910800,42019910800,"Census Tract 9108, Butler County, Pennsylvania",2699,209
1400000US42019910900,42019910900,"Census Tract 9109, Butler County, Pennsylvania",5156,206
1400000US42019911000,42019911000,"Census Tract 9110, Butler County, Pennsylvania",6416,226
1400000US42019911100,42019911100,"Census Tract 9111, Butler County, Pennsylvania",4726,141
1400000US42019911200,42019911200,"Census Tract 9112, Butler County, Pennsylvania",5556,141
1400000US42019911300,42019911300,"Census Tract 9113, Butler County, Pennsylvania",5550,268
1400000US42019911400,42019911400,"Census Tract 9114, Butler County, Pennsylvania",3516,28
1400000US42019911501,42019911501,"Census Tract 9115.01, Butler County, Pennsylvania",5456,22
1400000US42019911502,42019911502,"Census Tract 9115.02, Butler County, Pennsylvania",4338,178
1400000US42019911600,42019911600,"Census Tract 9116, Butler County, Pennsylvania",5039,21
1400000US42019911700,42019911700,"Census Tract 9117, Butler County, Pennsylvania",4322,169
1400000US42019911800,42019911800,"Census Tract 9118, Butler County, Pennsylvania",6162,21
1400000US42019911900,42019911900,"Census Tract 9119, Butler County, Pennsylvania",4577,109
1400000US42019912001,42019912001,"Census Tract 9120.01, Butler County, Pennsylvania",5011,222
1400000US42019912002,42019912002,"Census Tract 9120.02, Butler County, Pennsylvania",4289,321
1400000US42019912101,42019912101,"Census Tract 9121.01, Butler County, Pennsylvania",4203,197
1400000US42019912102,42019912102,"Census Tract 9121.02, Butler County, Pennsylvania",2769,186
1400000US42019912200,42019912200,"Census Tract 9122, Butler County, Pennsylvania",3327,221
1400000US42019912301,42019912301,"Census Tract 9123.01, Butler County, Pennsylvania",6027,290
1400000US42019912303,42019912303,"Census Tract 9123.03, Butler County, Pennsylvania",2892,24
1400000US42019912304,42019912304,"Census Tract 9123.04, Butler County, Pennsylvania",3391,185
1400000US42019912401,42019912401,"Census Tract 9124.01, Butler County, Pennsylvania",8275,232
1400000US42019912402,42019912402,"Census Tract 9124.02, Butler County, Pennsylvania",6602,299
1400000US42019912700,42019912700,"Census Tract 9127, Butler County, Pennsylvania",7303,20
1400000US42019912800,42019912800,"Census Tract 9128, Butler County, Pennsylvania",5436,21
1400000US42021000100,42021000100,"Census Tract 1, Cambria County, Pennsylvania",1206,135
1400000US42021000200,42021000200,"Census Tract 2, Cambria County, Pennsylvania",813,154
1400000US42021000300,42021000300,"Census Tract 3, Cambria County, Pennsylvania",1884,219
1400000US42021000500,42021000500,"Census Tract 5, Cambria County, Pennsylvania",1737,137
1400000US42021000600,42021000600,"Census Tract 6, Cambria County, Pennsylvania",1764,229
1400000US42021000700,42021000700,"Census Tract 7, Cambria County, Pennsylvania",2467,214
1400000US42021001200,42021001200,"Census Tract 12, Cambria County, Pennsylvania",3473,355
1400000US42021010100,42021010100,"Census Tract 101, Cambria County, Pennsylvania",4181,124
1400000US42021010200,42021010200,"Census Tract 102, Cambria County, Pennsylvania",1446,126
1400000US42021010300,42021010300,"Census Tract 103, Cambria County, Pennsylvania",2390,100
1400000US42021010500,42021010500,"Census Tract 105, Cambria County, Pennsylvania",3670,156
1400000US42021010600,42021010600,"Census Tract 106, Cambria County, Pennsylvania",2426,129
1400000US42021010700,42021010700,"Census Tract 107, Cambria County, Pennsylvania",2910,194
1400000US42021010801,42021010801,"Census Tract 108.01, Cambria County, Pennsylvania",5732,277
1400000US42021011000,42021011000,"Census Tract 110, Cambria County, Pennsylvania",1559,91
1400000US42021011100,42021011100,"Census Tract 111, Cambria County, Pennsylvania",5367,23
1400000US42021011200,42021011200,"Census Tract 112, Cambria County, Pennsylvania",2251,113
1400000US42021011300,42021011300,"Census Tract 113, Cambria County, Pennsylvania",5086,18
1400000US42021011400,42021011400,"Census Tract 114, Cambria County, Pennsylvania",3364,123
1400000US42021011500,42021011500,"Census Tract 115, Cambria County, Pennsylvania",4314,17
1400000US42021011600,42021011600,"Census Tract 116, Cambria County, Pennsylvania",2675,22
1400000US42021011700,42021011700,"Census Tract 117, Cambria County, Pennsylvania",2511,199
